"","pubMedID","sortpubdate","PMCID","pubMedID_homo","LINE1","L1_Retrotransposons","long_interspersed_nuclear_element","long_interspersed_element"
"3604",24253469,1984-08-01,NA,NA,1,NA,NA,NA
"3605",6744268,1984-08-01,NA,NA,1,NA,NA,NA
"3606",6481577,1984-08-01,NA,1,1,NA,NA,NA
"3607",6378365,1984-08-01,NA,NA,1,NA,NA,NA
"3608",6590040,1984-07-31,NA,1,1,NA,NA,NA
"3609",6429036,1984-05-01,NA,NA,1,NA,NA,NA
"3610",6323581,1984-03-30,NA,NA,1,NA,NA,NA
"3611",6318971,1984-02-01,NA,NA,1,NA,NA,NA
"3612",6523516,1984-01-01,NA,NA,1,NA,NA,NA
"3613",6145245,1984-01-01,NA,NA,1,NA,NA,NA
"3614",6324106,1983-12-20,"PMC326629",NA,NA,NA,NA,1
"3615",6581367,1983-12-01,NA,NA,1,NA,NA,NA
"3616",6362664,1983-11-30,NA,NA,1,NA,NA,NA
"3617",6313946,1983-11-05,NA,NA,NA,NA,NA,1
"3618",6656756,1983-11-01,NA,NA,1,NA,NA,1
"3619",6871875,1983-09-01,NA,NA,1,NA,NA,NA
"3620",6347371,1983-09-01,NA,NA,1,NA,NA,NA
"3621",18196146,1983-08-15,NA,NA,1,NA,NA,NA
"3622",6308571,1983-08-11,"PMC326238",NA,NA,NA,NA,1
"3623",6574815,1983-08-01,NA,1,1,NA,NA,NA
"3624",6615420,1983-07-01,"PMC1152105",1,1,NA,NA,NA
"3625",6191038,1983-06-25,NA,NA,1,NA,NA,1
"3626",6877241,1983-06-01,"PMC368625",NA,NA,NA,NA,1
"3627",6850596,1983-06-01,NA,NA,1,NA,NA,NA
"3628",6304707,1983-06-01,"PMC394035",NA,NA,NA,NA,1
"3629",6832804,1983-04-01,"PMC1454058",NA,1,NA,NA,NA
"3630",6340824,1983-01-01,NA,NA,1,NA,NA,NA
"3631",6184367,1982-12-25,NA,1,1,NA,NA,NA
"3632",6289856,1982-10-01,NA,1,1,NA,NA,NA
"3633",7171702,1982-09-01,NA,1,1,NA,NA,NA
"3634",6750432,1982-06-01,NA,1,1,NA,NA,NA
"3635",6293895,1982-01-01,NA,NA,1,NA,NA,NA
"3636",7329436,1981-10-01,NA,1,1,NA,NA,NA
"3637",6944552,1981-10-01,NA,NA,1,NA,NA,NA
"3638",6457120,1981-10-01,NA,1,1,NA,NA,NA
"3639",7260913,1981-09-01,NA,NA,1,NA,NA,NA
"3640",6794361,1981-09-01,"PMC1685129",1,1,NA,NA,NA
"3641",6167348,1981-09-01,NA,NA,1,NA,NA,NA
"3642",7263859,1981-08-01,"PMC370811",1,1,NA,NA,NA
"3643",6269745,1981-08-01,NA,NA,1,NA,1,1
"3644",7017212,1981-06-01,NA,1,1,NA,NA,NA
"3645",7332115,1981-04-01,NA,NA,1,NA,NA,NA
"3646",7459873,1981-03-01,NA,NA,1,NA,NA,NA
"3647",7246037,1981-01-01,NA,NA,NA,NA,1,NA
"3648",7192598,1981-01-01,NA,1,1,NA,NA,NA
"3649",6804174,1981-01-01,NA,NA,1,NA,NA,NA
"3650",6783766,1981-01-01,"PMC171029",NA,1,NA,NA,NA
"3651",6173173,1981-01-01,NA,NA,NA,NA,1,NA
"3652",7447527,1980-12-01,"PMC1344973",1,1,NA,NA,NA
"3653",7226139,1980-11-01,NA,1,1,NA,NA,NA
"3654",16789201,1980-09-01,"PMC288868",NA,1,NA,NA,NA
"3655",7432962,1980-08-01,NA,1,1,NA,NA,NA
"3656",6254029,1980-08-01,"PMC349874",NA,1,NA,1,1
"3657",6246932,1980-04-29,NA,NA,1,NA,NA,1
"3658",7358979,1980-03-01,NA,NA,1,NA,NA,NA
"3659",6985961,1980-02-01,NA,1,1,NA,NA,NA
"3660",6248337,1980-02-01,NA,NA,1,NA,NA,NA
"3661",7421267,1980-01-01,NA,NA,1,NA,NA,NA
"3662",7362771,1980-01-01,"PMC2010180",NA,1,NA,NA,NA
"3663",6256281,1980-01-01,NA,NA,1,NA,1,1
"3664",222438,1979-08-01,NA,NA,1,NA,NA,NA
"3665",448131,1979-06-01,NA,NA,1,NA,NA,NA
"3666",384746,1979-06-01,NA,1,1,NA,NA,NA
"3667",286124,1979-06-01,NA,NA,1,NA,NA,NA
"3668",286118,1979-06-01,NA,NA,1,NA,NA,NA
"3669",223759,1979-06-01,NA,NA,1,NA,NA,NA
"3670",24306600,1979-05-01,NA,NA,1,NA,NA,NA
"3671",156046,1979-05-01,NA,1,1,NA,NA,NA
"3672",432755,1979-01-01,NA,NA,1,NA,NA,NA
"3673",231521,1979-01-01,NA,1,1,NA,NA,NA
"3674",217818,1979-01-01,NA,NA,1,NA,NA,NA
"3675",38936,1979-01-01,NA,NA,1,NA,NA,NA
"3676",278869,1978-09-01,NA,NA,1,NA,NA,NA
"3677",211244,1978-09-01,NA,NA,1,NA,NA,NA
"3678",205342,1978-04-01,NA,NA,1,NA,NA,NA
"3679",632591,1978-03-01,NA,NA,1,NA,NA,NA
"3680",75927,1978-03-01,NA,NA,1,NA,NA,NA
"3681",204955,1978-02-01,NA,NA,1,NA,NA,NA
"3682",202653,1978-02-01,NA,NA,1,NA,NA,NA
"3683",202652,1978-02-01,NA,NA,1,NA,NA,NA
"3684",401313,1978-01-01,NA,NA,1,NA,NA,NA
"3685",209379,1978-01-01,NA,NA,1,NA,NA,NA
"3686",199549,1977-10-15,NA,NA,1,NA,NA,NA
"3687",197169,1977-10-01,NA,NA,1,NA,NA,NA
"3688",894026,1977-09-01,NA,NA,1,NA,NA,NA
"3689",194981,1977-07-01,NA,NA,1,NA,NA,NA
"3690",853526,1977-05-01,NA,NA,1,NA,NA,NA
"3691",849737,1977-05-01,NA,NA,1,NA,NA,NA
"3692",192797,1977-05-01,NA,NA,1,NA,NA,NA
"3693",192450,1977-05-01,NA,NA,1,NA,NA,NA
"3694",16659902,1977-04-01,"PMC542457",NA,1,NA,NA,1
"3695",189914,1977-03-01,NA,NA,1,NA,NA,NA
"3696",69431,1977-03-01,NA,NA,1,NA,NA,NA
"3697",402223,1977-02-01,NA,NA,1,NA,NA,1
"3698",591725,1977-01-01,NA,1,1,NA,NA,NA
"3699",187327,1976-12-01,NA,NA,1,NA,NA,NA
"3700",187324,1976-12-01,NA,NA,1,NA,NA,NA
"3701",185297,1976-10-01,NA,1,1,NA,NA,NA
"3702",182362,1976-10-01,NA,NA,1,NA,NA,NA
"3703",178795,1976-05-01,NA,NA,1,NA,NA,NA
"3704",57823,1976-05-01,NA,NA,1,NA,NA,NA
"3705",1063407,1976-04-01,"PMC430242",NA,1,NA,NA,NA
"3706",1247995,1976-01-01,NA,NA,1,NA,NA,NA
"3707",52404,1975-11-01,NA,NA,1,NA,NA,NA
"3708",1159089,1975-10-01,"PMC301935",1,1,NA,NA,NA
"3709",171435,1975-10-01,NA,NA,1,NA,NA,NA
"3710",52720,1975-10-01,NA,NA,1,NA,NA,NA
"3711",1157755,1975-08-01,NA,NA,1,NA,NA,NA
"3712",167948,1975-08-01,NA,NA,1,NA,NA,NA
"3713",167938,1975-08-01,NA,NA,1,NA,NA,NA
"3714",163862,1975-04-01,NA,1,1,NA,NA,NA
"3715",166937,1975-03-15,NA,NA,1,NA,NA,NA
"3716",1167878,1975-01-01,NA,NA,1,NA,NA,NA
"3717",1109793,1975-01-01,NA,NA,1,NA,NA,NA
"3718",163856,1975-01-01,NA,NA,1,NA,NA,NA
"3719",162863,1975-01-01,NA,NA,1,NA,NA,NA
"3720",4366938,1974-08-01,NA,NA,1,NA,NA,NA
"3721",4525281,1974-05-01,"PMC388285",NA,NA,NA,1,NA
"3722",4524620,1974-04-01,"PMC388172",NA,NA,NA,1,NA
"3723",4208855,1974-03-01,"PMC1213078",NA,1,NA,NA,NA
"3724",4347597,1973-03-01,"PMC2139377",NA,1,NA,NA,NA
"3725",16562101,1966-01-01,"PMC315945",NA,1,NA,NA,NA
"3726",5901497,1966-01-01,"PMC2106897",NA,1,NA,NA,NA
"3727",14799714,1951-01-01,NA,NA,1,NA,NA,NA
"3728",14797756,1950-10-01,NA,NA,1,NA,NA,NA
"3729",14779070,1950-10-01,NA,NA,1,NA,NA,NA
"3730",15417731,1950-06-02,NA,NA,1,NA,NA,NA
"3731",19871664,1947-07-31,"PMC2135714",NA,1,NA,NA,NA
